0,1,2,3,4
114.799489736557,7.013730347156525,134.32077717781067,32.32349056005478,0.9999219179153442
59.531893104314804,32.86830236017704,76.97367861866951,55.59111894108355,0.9999148845672607
177.6687146499753,13.568771429359913,199.65625020861626,40.28661331534386,0.99937504529953
371.8215974867344,6.429108127951622,393.5200872570276,34.947313874959946,0.999004065990448
162.3275134563446,25.303176552057266,177.4103131890297,45.401536002755165,0.9971765279769897
304.98133873939514,15.371347451582551,326.17290392518044,43.80096240527928,0.996304988861084
206.4033626317978,11.519906640052795,222.41183185577393,32.13672423362732,0.9959789514541626
27.844647496938705,20.929337233304977,43.79915499687195,40.71624328382313,0.9951600432395935
92.75430536270142,13.38991928100586,109.18395841866732,37.289622351527214,0.994684636592865
247.52342614531517,5.6638456508517265,265.87983560562134,30.346763968467712,0.9919872283935547
73.32516038417816,22.060120537877083,89.78107869625092,41.62798222154379,0.9875630140304565
