0,1,2,3,4
401.66868352890015,37.577656745910645,447.69766330718994,107.27370595932007,0.9999796152114868
554.3486200943589,329.7488007992506,584.3439196310937,361.8513329103589,0.9999396800994873
213.92728555947542,312.66939817368984,246.17599641531706,354.281550347805,0.9989125728607178
129.81385067105293,56.23076069355011,183.05381825566292,140.97715717554092,0.9946597218513489
534.0344392061234,256.14436938613653,554.1859409809113,283.8144735917449,0.9935259819030762
50.764693304896355,160.0223761945963,67.19075098633766,182.57257814705372,0.9922653436660767
280.95001512765884,166.19437018036842,298.28009939193726,188.94146764278412,0.9778004884719849
537.444751933217,147.6881683766842,554.6467762738466,167.09090888500214,0.9645561575889587
326.55492755025625,319.4549694508314,354.49112570285797,351.625455185771,0.8354531526565552
310.56481063365936,146.30466416478157,325.739045381546,165.27453237771988,0.8069840669631958
